input_model,cmax_cv_rule,cmax_gmr_rule,cv,gmr,n,analysis_model,power_pct
k2016,ratio,mechanistic,35,1,130,M0,99.9847389622166
k2016,ratio,mechanistic,35,1,130,M1,99.9883846889673
k2016,ratio,mechanistic,35,1,140,M0,99.9935644035808
k2016,ratio,mechanistic,35,1,140,M1,99.995167923926
k2016,ratio,mechanistic,40,0.9,100,M0,69.39722220418
k2016,ratio,mechanistic,40,0.9,100,M1,71.1796572524147
k2016,ratio,mechanistic,40,0.9,117,M0,75.6973427538837
k2016,ratio,mechanistic,40,0.9,117,M1,77.283095994927
k2016,ratio,mechanistic,40,0.9,130,M0,79.7015344271641
k2016,ratio,mechanistic,40,0.9,130,M1,81.1291244416141
k2016,ratio,mechanistic,40,0.9,140,M0,82.3634190983991
k2016,ratio,mechanistic,40,0.9,140,M1,83.6701637857252
k2016,ratio,mechanistic,40,0.95,100,M0,93.6741014173208
k2016,ratio,mechanistic,40,0.95,100,M1,94.2900055421545
k2016,ratio,mechanistic,40,0.95,117,M0,96.4301030456235
k2016,ratio,mechanistic,40,0.95,117,M1,96.8168909781532
k2016,ratio,mechanistic,40,0.95,130,M0,97.7130239993732
k2016,ratio,mechanistic,40,0.95,130,M1,97.9789596120319
k2016,ratio,mechanistic,40,0.95,140,M0,98.3836647715998
k2016,ratio,mechanistic,40,0.95,140,M1,98.5810589571532
k2016,ratio,mechanistic,40,1,100,M0,98.7551936081052
k2016,ratio,mechanistic,40,1,100,M1,98.9239728139187
k2016,ratio,mechanistic,40,1,117,M0,99.5663980313155
k2016,ratio,mechanistic,40,1,117,M1,99.6315945583049
k2016,ratio,mechanistic,40,1,130,M0,99.809264110073
k2016,ratio,mechanistic,40,1,130,M1,99.8399376931692
k2016,ratio,mechanistic,40,1,140,M0,99.8993627993578
k2016,ratio,mechanistic,40,1,140,M1,99.9163133071323
k2016,ratio,mechanistic,43,0.9,100,M0,63.8669151511752
k2016,ratio,mechanistic,43,0.9,100,M1,65.5267036422858
k2016,ratio,mechanistic,43,0.9,117,M0,70.3086773150803
k2016,ratio,mechanistic,43,0.9,117,M1,71.839473407368
k2016,ratio,mechanistic,43,0.9,130,M0,74.5269270629887
k2016,ratio,mechanistic,43,0.9,130,M1,75.9444996725093
k2016,ratio,mechanistic,43,0.9,140,M0,77.3976816211503
k2016,ratio,mechanistic,43,0.9,140,M1,78.7241709834868
k2016,ratio,mechanistic,43,0.95,100,M0,90.3533067735974
k2016,ratio,mechanistic,43,0.95,100,M1,91.1005803765572
k2016,ratio,mechanistic,43,0.95,117,M0,94.0895401288267
k2016,ratio,mechanistic,43,0.95,117,M1,94.5994864180039
k2016,ratio,mechanistic,43,0.95,130,M0,95.9578776995813
k2016,ratio,mechanistic,43,0.95,130,M1,96.3327207056205
k2016,ratio,mechanistic,43,0.95,140,M0,96.9926922326199
k2016,ratio,mechanistic,43,0.95,140,M1,97.285969267401
k2016,ratio,mechanistic,43,1,100,M0,97.2857911664759
k2016,ratio,mechanistic,43,1,100,M1,97.5792664747137
k2016,ratio,mechanistic,43,1,117,M0,98.8942669363365
k2016,ratio,mechanistic,43,1,117,M1,99.0274118853488
k2016,ratio,mechanistic,43,1,130,M0,99.4508769310167
k2016,ratio,mechanistic,43,1,130,M1,99.5218018362736
k2016,ratio,mechanistic,43,1,140,M0,99.6816563717824
k2016,ratio,mechanistic,43,1,140,M1,99.7248087650231
k2016,ratio,mechanistic,46,0.9,100,M0,58.8098286337686
k2016,ratio,mechanistic,46,0.9,100,M1,60.3292137280315
k2016,ratio,mechanistic,46,0.9,117,M0,65.2388949817351
k2016,ratio,mechanistic,46,0.9,117,M1,66.6796270177914
k2016,ratio,mechanistic,46,0.9,130,M0,69.5456866748367
k2016,ratio,mechanistic,46,0.9,130,M1,70.9096109060747
k2016,ratio,mechanistic,46,0.9,140,M0,72.5306466324849
k2016,ratio,mechanistic,46,0.9,140,M1,73.8291584165054
k2016,ratio,mechanistic,46,0.95,100,M0,86.5032897449598
k2016,ratio,mechanistic,46,0.95,100,M1,87.3508078875404
k2016,ratio,mechanistic,46,0.95,117,M0,91.1962936547404
k2016,ratio,mechanistic,46,0.95,117,M1,91.8114277846603
k2016,ratio,mechanistic,46,0.95,130,M0,93.6681330038798
k2016,ratio,mechanistic,46,0.95,130,M1,94.143860786566
k2016,ratio,mechanistic,46,0.95,140,M0,95.097696002784
k2016,ratio,mechanistic,46,0.95,140,M1,95.4853093766878
k2016,ratio,mechanistic,46,1,100,M0,94.9949337940076
k2016,ratio,mechanistic,46,1,100,M1,95.4325916647933
k2016,ratio,mechanistic,46,1,117,M0,97.691951432888
k2016,ratio,mechanistic,46,1,117,M1,97.9175096143015
k2016,ratio,mechanistic,46,1,130,M0,98.7384067445937
k2016,ratio,mechanistic,46,1,130,M1,98.870982274907
k2016,ratio,mechanistic,46,1,140,M0,99.2121135682336
k2016,ratio,mechanistic,46,1,140,M1,99.2991610421438
k2016,ratio,mechanistic,50,0.9,100,M0,52.8058436804145
k2016,ratio,mechanistic,50,0.9,100,M1,54.1393333498415
k2016,ratio,mechanistic,50,0.9,117,M0,59.0823649867542
k2016,ratio,mechanistic,50,0.9,117,M1,60.3809369469027
k2016,ratio,mechanistic,50,0.9,130,M0,63.3745614260987
k2016,ratio,mechanistic,50,0.9,130,M1,64.6315534314294
k2016,ratio,mechanistic,50,0.9,140,M0,66.4036225518053
k2016,ratio,mechanistic,50,0.9,140,M1,67.6216201968006
k2016,ratio,mechanistic,50,0.95,100,M0,80.7636405571825
k2016,ratio,mechanistic,50,0.95,100,M1,81.7017227278947
k2016,ratio,mechanistic,50,0.95,117,M0,86.6550104101321
k2016,ratio,mechanistic,50,0.95,117,M1,87.3766703880594
k2016,ratio,mechanistic,50,0.95,130,M0,89.907671734078
k2016,ratio,mechanistic,50,0.95,130,M1,90.4939405425445
k2016,ratio,mechanistic,50,0.95,140,M0,91.8668023623632
k2016,ratio,mechanistic,50,0.95,140,M1,92.3639842230696
k2016,ratio,mechanistic,50,1,100,M0,90.6081692480634
k2016,ratio,mechanistic,50,1,100,M1,91.2395257309084
k2016,ratio,mechanistic,50,1,117,M0,95.0736175714515
k2016,ratio,mechanistic,50,1,117,M1,95.4451800277946
k2016,ratio,mechanistic,50,1,130,M0,97.0250253372445
k2016,ratio,mechanistic,50,1,130,M1,97.2669698989974
k2016,ratio,mechanistic,50,1,140,M0,97.9928099194031
k2016,ratio,mechanistic,50,1,140,M1,98.1647736580041
k2016,ratio,mechanistic,52,0.9,100,M0,50.0939166911592
k2016,ratio,mechanistic,52,0.9,100,M1,51.341296421857
k2016,ratio,mechanistic,52,0.9,117,M0,56.2702515631589
k2016,ratio,mechanistic,52,0.9,117,M1,57.4963278692945
k2016,ratio,mechanistic,52,0.9,130,M0,60.5195993672336
k2016,ratio,mechanistic,52,0.9,130,M1,61.7166412307131
k2016,ratio,mechanistic,52,0.9,140,M0,63.5382953725295
k2016,ratio,mechanistic,52,0.9,140,M1,64.7063449904726
k2016,ratio,mechanistic,52,0.95,100,M0,77.7027172303356
k2016,ratio,mechanistic,52,0.95,100,M1,78.671146497323
k2016,ratio,mechanistic,52,0.95,117,M0,84.1572223273673
k2016,ratio,mechanistic,52,0.95,117,M1,84.9185717948948
k2016,ratio,mechanistic,52,0.95,130,M0,87.7813335043679
k2016,ratio,mechanistic,52,0.95,130,M1,88.4114479107575
k2016,ratio,mechanistic,52,0.95,140,M0,89.9967016278197
k2016,ratio,mechanistic,52,0.95,140,M1,90.5393282037158
k2016,ratio,mechanistic,52,1,100,M0,87.8856981258848
k2016,ratio,mechanistic,52,1,100,M1,88.6054551965535
k2016,ratio,mechanistic,52,1,117,M0,93.3024023398136
k2016,ratio,mechanistic,52,1,117,M1,93.7496007896362
k2016,ratio,mechanistic,52,1,130,M0,95.7873771824405
k2016,ratio,mechanistic,52,1,130,M1,96.0910288895868
k2016,ratio,mechanistic,52,1,140,M0,97.0666481381354
k2016,ratio,mechanistic,52,1,140,M1,97.2895829667012
k2020,fixed,equal,35,0.9,100,M0,73.5024458932408
k2020,fixed,equal,35,0.9,100,M1,75.1566423536984
k2020,fixed,equal,35,0.9,117,M0,80.0858233972442
k2020,fixed,equal,35,0.9,117,M1,81.4892384436186
k2020,fixed,equal,35,0.9,130,M0,84.1257315936776
k2020,fixed,equal,35,0.9,130,M1,85.338143580196
k2020,fixed,equal,35,0.9,140,M0,86.7254421338362
k2020,fixed,equal,35,0.9,140,M1,87.797784282067
k2020,fixed,equal,35,0.95,100,M0,96.6873509862509
k2020,fixed,equal,35,0.95,100,M1,97.051842167212
k2020,fixed,equal,35,0.95,117,M0,98.4266893720346
k2020,fixed,equal,35,0.95,117,M1,98.6201203402375
k2020,fixed,equal,35,0.95,130,M0,99.1247175126731
k2020,fixed,equal,35,0.95,130,M1,99.2405078593747
k2020,fixed,equal,35,0.95,140,M0,99.4474259710414
k2020,fixed,equal,35,0.95,140,M1,99.5243405581206
k2020,fixed,equal,35,1,100,M0,99.7110652772165
k2020,fixed,equal,35,1,100,M1,99.756667940861
k2020,fixed,equal,35,1,117,M0,99.9288599692789
k2020,fixed,equal,35,1,117,M1,99.9413080824726
k2020,fixed,equal,35,1,130,M0,99.976252286668
k2020,fixed,equal,35,1,130,M1,99.9806995746228
k2020,fixed,equal,35,1,140,M0,99.9899192008685
k2020,fixed,equal,35,1,140,M1,99.9918981736103
k2020,fixed,equal,40,0.9,100,M0,66.5659603460336
k2020,fixed,equal,40,0.9,100,M1,68.2233965773966
k2020,fixed,equal,40,0.9,117,M0,73.3362657543253
k2020,fixed,equal,40,0.9,117,M1,74.8331210413369
k2020,fixed,equal,40,0.9,130,M0,77.6974414643046
k2020,fixed,equal,40,0.9,130,M1,79.0574796704495
k2020,fixed,equal,40,0.9,140,M0,80.6173698413197
k2020,fixed,equal,40,0.9,140,M1,81.8696488466434
k2020,fixed,equal,40,0.95,100,M0,93.3614325385686
k2020,fixed,equal,40,0.95,100,M1,93.9528085878347
k2020,fixed,equal,40,0.95,117,M0,96.2514803771606
k2020,fixed,equal,40,0.95,117,M1,96.6250816918333
k2020,fixed,equal,40,0.95,130,M0,97.6006830872272
k2020,fixed,equal,40,0.95,130,M1,97.8582979559422
k2020,fixed,equal,40,0.95,140,M0,98.3061749051478
k2020,fixed,equal,40,0.95,140,M1,98.4976867074352
k2020,fixed,equal,40,1,100,M0,98.7635099687073
k2020,fixed,equal,40,1,100,M1,98.9222155119049
k2020,fixed,equal,40,1,117,M0,99.5657800287456
k2020,fixed,equal,40,1,117,M1,99.6275689449427
k2020,fixed,equal,40,1,130,M0,99.8078983215437
k2020,fixed,equal,40,1,130,M1,99.8371328127863
k2020,fixed,equal,40,1,140,M0,99.898227875177
k2020,fixed,equal,40,1,140,M1,99.9144490592963
k2020,fixed,equal,43,0.9,100,M0,62.319528414194
k2020,fixed,equal,43,0.9,100,M1,63.8927217241107
k2020,fixed,equal,43,0.9,117,M0,68.9932913945488
k2020,fixed,equal,43,0.9,117,M1,70.4528206402384
k2020,fixed,equal,43,0.9,130,M0,73.3964269136412
k2020,fixed,equal,43,0.9,130,M1,74.7526604572779
k2020,fixed,equal,43,0.9,140,M0,76.4041513638582
k2020,fixed,equal,43,0.9,140,M1,77.6758773221319
k2020,fixed,equal,43,0.95,100,M0,90.4352726634773
k2020,fixed,equal,43,0.95,100,M1,91.1402402424488
k2020,fixed,equal,43,0.95,117,M0,94.1147893253659
k2020,fixed,equal,43,0.95,117,M1,94.5968057759555
k2020,fixed,equal,43,0.95,130,M0,95.9640521378309
k2020,fixed,equal,43,0.95,130,M1,96.3188801472838
k2020,fixed,equal,43,0.95,140,M0,96.9915255705659
k2020,fixed,equal,43,0.95,140,M1,97.2694607118599
k2020,fixed,equal,43,1,100,M0,97.4263708866567
k2020,fixed,equal,43,1,100,M1,97.6951464892879
k2020,fixed,equal,43,1,117,M0,98.9356112013149
k2020,fixed,equal,43,1,117,M1,99.0586196135129
k2020,fixed,equal,43,1,130,M0,99.46572055282
k2020,fixed,equal,43,1,130,M1,99.5317145247535
k2020,fixed,equal,43,1,140,M0,99.6879167837277
k2020,fixed,equal,43,1,140,M1,99.7282859842533
k2020,fixed,equal,46,0.9,100,M0,58.2596059234153
k2020,fixed,equal,46,0.9,100,M1,59.7204977414877
k2020,fixed,equal,46,0.9,117,M0,64.7406186846433
k2020,fixed,equal,46,0.9,117,M1,66.1243303917
k2020,fixed,equal,46,0.9,130,M0,69.1003383645053
k2020,fixed,equal,46,0.9,130,M1,70.4092252205727
k2020,fixed,equal,46,0.9,140,M0,72.1284383134421
k2020,fixed,equal,46,0.9,140,M1,73.3738071713422
k2020,fixed,equal,46,0.95,100,M0,86.9954059631106
k2020,fixed,equal,46,0.95,100,M1,87.7873506769767
k2020,fixed,equal,46,0.95,117,M0,91.4528987687277
k2020,fixed,equal,46,0.95,117,M1,92.0278666496875
k2020,fixed,equal,46,0.95,130,M0,93.8197752799568
k2020,fixed,equal,46,0.95,130,M1,94.2648913547378
k2020,fixed,equal,46,0.95,140,M0,95.1966471489154
k2020,fixed,equal,46,0.95,140,M1,95.5597368194142
k2020,fixed,equal,46,1,100,M0,95.3603902221631
k2020,fixed,equal,46,1,100,M1,95.7561922904416
k2020,fixed,equal,46,1,117,M0,97.8235990808563
k2020,fixed,equal,46,1,117,M1,98.0292227166419
k2020,fixed,equal,46,1,130,M0,98.795808439276
k2020,fixed,equal,46,1,130,M1,98.9175215211349
k2020,fixed,equal,46,1,140,M0,99.2414714406835
k2020,fixed,equal,46,1,140,M1,99.3218260622077
k2020,fixed,equal,50,0.9,100,M0,53.2793361248965
k2020,fixed,equal,50,0.9,100,M1,54.5799028894635
k2020,fixed,equal,50,0.9,117,M0,59.4343532917981
k2020,fixed,equal,50,0.9,117,M1,60.6907235811938
k2020,fixed,equal,50,0.9,130,M0,63.6517803782209
k2020,fixed,equal,50,0.9,130,M1,64.8619232644106
k2020,fixed,equal,50,0.9,140,M0,66.6317883067291
k2020,fixed,equal,50,0.9,140,M1,67.8007275845426
k2020,fixed,equal,50,0.95,100,M0,81.8588643128324
k2020,fixed,equal,50,0.95,100,M1,82.7294497900411
k2020,fixed,equal,50,0.95,117,M0,87.288236672427
k2020,fixed,equal,50,0.95,117,M1,87.9574839740682
k2020,fixed,equal,50,0.95,130,M0,90.3186907119398
k2020,fixed,equal,50,0.95,130,M1,90.8627306614952
k2020,fixed,equal,50,0.95,140,M0,92.1586124656927
k2020,fixed,equal,50,0.95,140,M1,92.6204535605835
k2020,fixed,equal,50,1,100,M0,91.4577929316306
k2020,fixed,equal,50,1,100,M1,92.0242076316073
k2020,fixed,equal,50,1,117,M0,95.4446496257486
k2020,fixed,equal,50,1,117,M1,95.7797981826224
k2020,fixed,equal,50,1,130,M0,97.21562377347
k2020,fixed,equal,50,1,130,M1,97.435102781434
k2020,fixed,equal,50,1,140,M0,98.1049117643913
k2020,fixed,equal,50,1,140,M1,98.2616508648311
k2020,fixed,equal,52,0.9,100,M0,50.9874827382358
k2020,fixed,equal,52,0.9,100,M1,52.2109673921192
k2020,fixed,equal,52,0.9,117,M0,56.9756649438238
k2020,fixed,equal,52,0.9,117,M1,58.1656505539956
k2020,fixed,equal,52,0.9,130,M0,61.1024242498599
k2020,fixed,equal,52,0.9,130,M1,62.2566975908379
k2020,fixed,equal,52,0.9,140,M0,64.0372615478612
k2020,fixed,equal,52,0.9,140,M1,65.1589830574302
k2020,fixed,equal,52,0.95,100,M0,79.1303491280373
k2020,fixed,equal,52,0.95,100,M1,80.0273601046001
k2020,fixed,equal,52,0.95,117,M0,85.0131222105677
k2020,fixed,equal,52,0.95,117,M1,85.7175725148082
k2020,fixed,equal,52,0.95,130,M0,88.3551159944863
k2020,fixed,equal,52,0.95,130,M1,88.9384056380654
k2020,fixed,equal,52,0.95,140,M0,90.4156355204903
k2020,fixed,equal,52,0.95,140,M1,90.9183854708073
k2020,fixed,equal,52,1,100,M0,89.0605535858394
k2020,fixed,equal,52,1,100,M1,89.7051480229558
k2020,fixed,equal,52,1,117,M0,93.8564696176765
k2020,fixed,equal,52,1,117,M1,94.2584813021838
k2020,fixed,equal,52,1,130,M0,96.0904472248022
k2020,fixed,equal,52,1,130,M1,96.3647165480691
k2020,fixed,equal,52,1,140,M0,97.2542495415239
k2020,fixed,equal,52,1,140,M1,97.4564589256519
k2020,fixed,mechanistic,35,0.9,100,M0,78.83112734835
k2020,fixed,mechanistic,35,0.9,100,M1,80.559893921614
k2020,fixed,mechanistic,35,0.9,117,M0,84.5419355226329
k2020,fixed,mechanistic,35,0.9,117,M1,85.9642943119738
k2020,fixed,mechanistic,35,0.9,130,M0,87.9166181291184
k2020,fixed,mechanistic,35,0.9,130,M1,89.1189569715922
k2020,fixed,mechanistic,35,0.9,140,M0,90.0331033231708
k2020,fixed,mechanistic,35,0.9,140,M1,91.0799735874014
k2020,fixed,mechanistic,35,0.95,100,M0,97.3701622876409
k2020,fixed,mechanistic,35,0.95,100,M1,97.7069560783092
k2020,fixed,mechanistic,35,0.95,117,M0,98.7908077975121
k2020,fixed,mechanistic,35,0.95,117,M1,98.9647239005373
k2020,fixed,mechanistic,35,0.95,130,M0,99.3416325869926
k2020,fixed,mechanistic,35,0.95,130,M1,99.4438333424527
k2020,fixed,mechanistic,35,0.95,140,M0,99.5904876365502
k2020,fixed,mechanistic,35,0.95,140,M1,99.657503468605
k2020,fixed,mechanistic,35,1,100,M0,99.7110652772165
k2020,fixed,mechanistic,35,1,100,M1,99.756667940861
k2020,fixed,mechanistic,35,1,117,M0,99.9288599692789
k2020,fixed,mechanistic,35,1,117,M1,99.9413080824726
k2020,fixed,mechanistic,35,1,130,M0,99.976252286668
k2020,fixed,mechanistic,35,1,130,M1,99.9806995746228
k2020,fixed,mechanistic,35,1,140,M0,99.9899192008685
k2020,fixed,mechanistic,35,1,140,M1,99.9918981736103
k2020,fixed,mechanistic,40,0.9,100,M0,69.6682352856258
k2020,fixed,mechanistic,40,0.9,100,M1,71.342965484853
k2020,fixed,mechanistic,40,0.9,117,M0,75.8479105885811
k2020,fixed,mechanistic,40,0.9,117,M1,77.3391717904277
k2020,fixed,mechanistic,40,0.9,130,M0,79.7893954578092
k2020,fixed,mechanistic,40,0.9,130,M1,81.1331796821537
k2020,fixed,mechanistic,40,0.9,140,M0,82.4164589970696
k2020,fixed,mechanistic,40,0.9,140,M1,83.6474664504113
k2020,fixed,mechanistic,40,0.95,100,M0,93.7336798908942
k2020,fixed,mechanistic,40,0.95,100,M1,94.3112287311842
k2020,fixed,mechanistic,40,0.95,117,M0,96.4454603767763
k2020,fixed,mechanistic,40,0.95,117,M1,96.8097197499736
k2020,fixed,mechanistic,40,0.95,130,M0,97.7146252431955
k2020,fixed,mechanistic,40,0.95,130,M1,97.9658745753954
k2020,fixed,mechanistic,40,0.95,140,M0,98.3806472406879
k2020,fixed,mechanistic,40,0.95,140,M1,98.5675813143918
k2020,fixed,mechanistic,40,1,100,M0,98.7635099687073
k2020,fixed,mechanistic,40,1,100,M1,98.9222155119049
k2020,fixed,mechanistic,40,1,117,M0,99.5657800287456
k2020,fixed,mechanistic,40,1,117,M1,99.6275689449427
k2020,fixed,mechanistic,40,1,130,M0,99.8078983215437
k2020,fixed,mechanistic,40,1,130,M1,99.8371328127863
k2020,fixed,mechanistic,40,1,140,M0,99.898227875177
k2020,fixed,mechanistic,40,1,140,M1,99.9144490592963
k2020,fixed,mechanistic,43,0.9,100,M0,64.5604269484164
k2020,fixed,mechanistic,43,0.9,100,M1,66.1277697129117
k2020,fixed,mechanistic,43,0.9,117,M0,70.7604314470812
k2020,fixed,mechanistic,43,0.9,117,M1,72.2026245914381
k2020,fixed,mechanistic,43,0.9,130,M0,74.8415829406359
k2020,fixed,mechanistic,43,0.9,130,M1,76.1762605960645
k2020,fixed,mechanistic,43,0.9,140,M0,77.6307439734915
k2020,fixed,mechanistic,43,0.9,140,M1,78.8795985028855
k2020,fixed,mechanistic,43,0.95,100,M0,90.6780646414309
k2020,fixed,mechanistic,43,0.95,100,M1,91.373031148746
k2020,fixed,mechanistic,43,0.95,117,M0,94.2371556115585
k2020,fixed,mechanistic,43,0.95,117,M1,94.7128790204441
k2020,fixed,mechanistic,43,0.95,130,M0,96.0342711419625
k2020,fixed,mechanistic,43,0.95,130,M1,96.384984359352
k2020,fixed,mechanistic,43,0.95,140,M0,97.0366532717414
k2020,fixed,mechanistic,43,0.95,140,M1,97.3117085854709
k2020,fixed,mechanistic,43,1,100,M0,97.4263708866567
k2020,fixed,mechanistic,43,1,100,M1,97.6951464892879
k2020,fixed,mechanistic,43,1,117,M0,98.9356112013149
k2020,fixed,mechanistic,43,1,117,M1,99.0586196135129
k2020,fixed,mechanistic,43,1,130,M0,99.46572055282
k2020,fixed,mechanistic,43,1,130,M1,99.5317145247535
k2020,fixed,mechanistic,43,1,140,M0,99.6879167837277
k2020,fixed,mechanistic,43,1,140,M1,99.7282859842533
k2020,fixed,mechanistic,46,0.9,100,M0,59.8922709025139
k2020,fixed,mechanistic,46,0.9,100,M1,61.3341164881021
k2020,fixed,mechanistic,46,0.9,117,M0,65.991466166493
k2020,fixed,mechanistic,46,0.9,117,M1,67.3519730909105
k2020,fixed,mechanistic,46,0.9,130,M0,70.102506396002
k2020,fixed,mechanistic,46,0.9,130,M1,71.3879177509167
k2020,fixed,mechanistic,46,0.9,140,M0,72.9663896490566
k2020,fixed,mechanistic,46,0.9,140,M1,74.1891497299888
k2020,fixed,mechanistic,46,0.95,100,M0,87.1506332603227
k2020,fixed,mechanistic,46,0.95,100,M1,87.9351401546385
k2020,fixed,mechanistic,46,0.95,117,M0,91.5278566626601
k2020,fixed,mechanistic,46,0.95,117,M1,92.0984974260547
k2020,fixed,mechanistic,46,0.95,130,M0,93.8614890619628
k2020,fixed,mechanistic,46,0.95,130,M1,94.3039100064158
k2020,fixed,mechanistic,46,0.95,140,M0,95.2228554005631
k2020,fixed,mechanistic,46,0.95,140,M1,95.5841205392069
k2020,fixed,mechanistic,46,1,100,M0,95.3603902221631
k2020,fixed,mechanistic,46,1,100,M1,95.7561922904416
k2020,fixed,mechanistic,46,1,117,M0,97.8235990808563
k2020,fixed,mechanistic,46,1,117,M1,98.0292227166419
k2020,fixed,mechanistic,46,1,130,M0,98.795808439276
k2020,fixed,mechanistic,46,1,130,M1,98.9175215211349
k2020,fixed,mechanistic,46,1,140,M0,99.2414714406835
k2020,fixed,mechanistic,46,1,140,M1,99.3218260622077
k2020,fixed,mechanistic,50,0.9,100,M0,54.3708721084254
k2020,fixed,mechanistic,50,0.9,100,M1,55.6452562019622
k2020,fixed,mechanistic,50,0.9,117,M0,60.237672498501
k2020,fixed,mechanistic,50,0.9,117,M1,61.4693418356601
k2020,fixed,mechanistic,50,0.9,130,M0,64.2770146905088
k2020,fixed,mechanistic,50,0.9,130,M1,65.4649464074248
k2020,fixed,mechanistic,50,0.9,140,M0,67.143502925017
k2020,fixed,mechanistic,50,0.9,140,M1,68.292482583558
k2020,fixed,mechanistic,50,0.95,100,M0,81.9438081301821
k2020,fixed,mechanistic,50,0.95,100,M1,82.8093764974841
k2020,fixed,mechanistic,50,0.95,117,M0,87.3266508378452
k2020,fixed,mechanistic,50,0.95,117,M1,87.9932585114478
k2020,fixed,mechanistic,50,0.95,130,M0,90.3390697587796
k2020,fixed,mechanistic,50,0.95,130,M1,90.8815711558692
k2020,fixed,mechanistic,50,0.95,140,M0,92.1709676043393
k2020,fixed,mechanistic,50,0.95,140,M1,92.6318149600778
k2020,fixed,mechanistic,50,1,100,M0,91.4577929316306
k2020,fixed,mechanistic,50,1,100,M1,92.0242076316073
k2020,fixed,mechanistic,50,1,117,M0,95.4446496257486
k2020,fixed,mechanistic,50,1,117,M1,95.7797981826224
k2020,fixed,mechanistic,50,1,130,M0,97.21562377347
k2020,fixed,mechanistic,50,1,130,M1,97.435102781434
k2020,fixed,mechanistic,50,1,140,M0,98.1049117643913
k2020,fixed,mechanistic,50,1,140,M1,98.2616508648311
k2020,fixed,mechanistic,52,0.9,100,M0,51.8885916072563
k2020,fixed,mechanistic,52,0.9,100,M1,53.0850327116436
k2020,fixed,mechanistic,52,0.9,117,M0,57.625552644038
k2020,fixed,mechanistic,52,0.9,117,M1,58.7916260992293
k2020,fixed,mechanistic,52,0.9,130,M0,61.6008543698286
k2020,fixed,mechanistic,52,0.9,130,M1,62.7344020456922
k2020,fixed,mechanistic,52,0.9,140,M0,64.4407586512463
k2020,fixed,mechanistic,52,0.9,140,M1,65.5442946063204
k2020,fixed,mechanistic,52,0.95,100,M0,79.1934028275537
k2020,fixed,mechanistic,52,0.95,100,M1,80.0863115210646
k2020,fixed,mechanistic,52,0.95,117,M0,85.0406626820626
k2020,fixed,mechanistic,52,0.95,117,M1,85.7430543230986
k2020,fixed,mechanistic,52,0.95,130,M0,88.369357621305
k2020,fixed,mechanistic,52,0.95,130,M1,88.9514856442153
k2020,fixed,mechanistic,52,0.95,140,M0,90.4241056339874
k2020,fixed,mechanistic,52,0.95,140,M1,90.9261227147327
k2020,fixed,mechanistic,52,1,100,M0,89.0605535858394
k2020,fixed,mechanistic,52,1,100,M1,89.7051480229558
k2020,fixed,mechanistic,52,1,117,M0,93.8564696176765
k2020,fixed,mechanistic,52,1,117,M1,94.2584813021838
k2020,fixed,mechanistic,52,1,130,M0,96.0904472248022
k2020,fixed,mechanistic,52,1,130,M1,96.3647165480691
k2020,fixed,mechanistic,52,1,140,M0,97.2542495415239
k2020,fixed,mechanistic,52,1,140,M1,97.4564589256519
k2020,ratio,equal,35,0.9,100,M0,78.4235819505092
k2020,ratio,equal,35,0.9,100,M1,80.2135835629076
k2020,ratio,equal,35,0.9,117,M0,84.25715509628
k2020,ratio,equal,35,0.9,117,M1,85.7225509249443
k2020,ratio,equal,35,0.9,130,M0,87.7057541495798
k2020,ratio,equal,35,0.9,130,M1,88.9402361098018
k2020,ratio,equal,35,0.9,140,M0,89.8679224628526
k2020,ratio,equal,35,0.9,140,M1,90.940184065968
k2020,ratio,equal,35,0.95,100,M0,97.6615374605687
k2020,ratio,equal,35,0.95,100,M1,97.9907449259748
k2020,ratio,equal,35,0.95,117,M0,98.9164507201264
k2020,ratio,equal,35,0.95,117,M1,99.0851702344379
k2020,ratio,equal,35,0.95,130,M0,99.4056915042698
k2020,ratio,equal,35,0.95,130,M1,99.5045553444889
k2020,ratio,equal,35,0.95,140,M0,99.6280504973054
k2020,ratio,equal,35,0.95,140,M1,99.6928203536095
k2020,ratio,equal,35,1,100,M0,99.8086493360655
k2020,ratio,equal,35,1,100,M1,99.8459413807572
k2020,ratio,equal,35,1,117,M0,99.9532416862515
k2020,ratio,equal,35,1,117,M1,99.9632296217504
k2020,ratio,equal,35,1,130,M0,99.9844155907989
k2020,ratio,equal,35,1,130,M1,99.9879506841755
k2020,ratio,equal,35,1,140,M0,99.993380106626
k2020,ratio,equal,35,1,140,M1,99.9949454726332
k2020,ratio,equal,40,0.9,100,M0,67.9468277817694
k2020,ratio,equal,40,0.9,100,M1,69.6430305267587
k2020,ratio,equal,40,0.9,117,M0,74.5376234259301
k2020,ratio,equal,40,0.9,117,M1,76.0555053115776
k2020,ratio,equal,40,0.9,130,M0,78.7496964299809
k2020,ratio,equal,40,0.9,130,M1,80.1204884536058
k2020,ratio,equal,40,0.9,140,M0,81.5556353417447
k2020,ratio,equal,40,0.9,140,M1,82.8126029660613
k2020,ratio,equal,40,0.95,100,M0,93.685446221739
k2020,ratio,equal,40,0.95,100,M1,94.2683148716498
k2020,ratio,equal,40,0.95,117,M0,96.4223500767008
k2020,ratio,equal,40,0.95,117,M1,96.7893046960512
k2020,ratio,equal,40,0.95,130,M0,97.7020540651896
