input_model,source,n_subjects,sd_auc,sd_cmax,cv_auc_pct,cv_cmax_pct,rho_total,beta_auc,beta_cmax,ratio_sd_cmax_auc,var_lwt_sample,r2_stratum_auc
k2016,"results/individual/nca_base_20000.rds, B0",20000,0.387921897554104,0.333553595322502,40.2983880005355,34.3049898699054,0.75343179608197,-1.1813822128308,-0.864501024900569,0.859847297679247,0.00928376090467544,0.054933496856211
k2020,"results/individual/nca_struct2020_20000.rds, B0",20000,0.409921312943545,0.329990591215441,42.7759962247525,33.9181242939504,0.812041391159401,-1.14816197229145,-0.826797073488586,0.805009597685612,0.00930632129885247,0.0492433176113373
