scenario,lloq,resid,model,config,n_trials,n_pass,pass_pct,lo,hi,diff_vs_ref_pp,diff_lo,diff_hi,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,class
Vmax_up_080,0.5,scaled,M0,AUCinf_true_only,5000,248,4.96,4.39200857923503,5.59714601197571,0,0,0,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,nominal
Vmax_up_080,0.02,scaled,M0,AUClast_only,5000,120,2.4,2.01091147398617,2.86217375118327,0.08,0.00162496842147305,0.158375031578527,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.05,scaled,M0,AUClast_only,5000,117,2.34,1.95613967959094,2.79703766981191,0.02,-0.0191992796908011,0.0591992796908011,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.078,scaled,M0,AUClast_only,5000,116,2.32,1.93789813288477,2.77530992459588,0,0,0,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.1,scaled,M0,AUClast_only,5000,113,2.26,1.88322203872684,2.71007814298722,-0.06,-0.127881560940694,0.00788156094069432,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.2,scaled,M0,AUClast_only,5000,115,2.3,1.91966460912995,2.7535741564285,-0.02,-0.0878996711420279,0.0478996711420279,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.5,scaled,M0,AUClast_only,5000,110,2.2,1.82862096610057,2.64477133984689,-0.12,-0.276777513977026,0.0367775139770259,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.02,scaled,M0,G2_Aii,5000,1044,20.88,19.7759616623337,22.0287492989464,-1.4,-1.96948636426254,-0.830513635737461,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.05,scaled,M0,G2_Aii,5000,1100,22,20.8735241387528,23.1694671701704,-0.28,-0.709379392439297,0.149379392439297,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.078,scaled,M0,G2_Aii,5000,1114,22.28,21.1481082110409,23.454453184793,0,0,0,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.1,scaled,M0,G2_Aii,5000,1118,22.36,21.2265746729415,23.5358638905812,0.08,-0.283548758634338,0.443548758634338,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.2,scaled,M0,G2_Aii,5000,1151,23.02,21.8741544269955,24.2072707699598,0.74,0.136823123702027,1.34317687629797,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.5,scaled,M0,G2_Aii,5000,1206,24.12,22.9543460913436,25.3253901613326,1.84,1.02677480199897,2.65322519800103,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.02,scaled,M0,G2_B,5000,723,14.46,13.5124398276976,15.462128426557,-0.8,-1.19531135497067,-0.404688645029332,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.05,scaled,M0,G2_B,5000,758,15.16,14.1927075129799,16.1807859585517,-0.1,-0.36296845121824,0.16296845121824,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.078,scaled,M0,G2_B,5000,763,15.26,14.2899495705959,16.2833903605467,0,0,0,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.1,scaled,M0,G2_B,5000,774,15.48,14.5039342686083,16.5090678736784,0.22,-0.00512264913421915,0.445122649134219,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.2,scaled,M0,G2_B,5000,811,16.22,15.2242130504428,17.2676528929653,0.96,0.564962440862751,1.35503755913725,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.5,scaled,M0,G2_B,5000,861,17.22,16.1987568357593,18.2915737037587,1.96,1.35764796365904,2.56235203634096,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,exceeding
Vmax_up_080,0.02,scaled,M0,P2,5000,120,2.4,2.01091147398617,2.86217375118327,0.08,0.00162496842147305,0.158375031578527,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.05,scaled,M0,P2,5000,117,2.34,1.95613967959094,2.79703766981191,0.02,-0.0191992796908011,0.0591992796908011,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
Vmax_up_080,0.078,scaled,M0,P2,5000,116,2.32,1.93789813288477,2.77530992459588,0,0,0,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,conservative
