schedule,n,reliable_gain_pp,reliable_gain_lo,reliable_gain_hi,reliable_mcnemar_p,extrap_gt20_change_pp,extrap_gt20_only_ref,extrap_gt20_only_sched,extrap_gt20_mcnemar_p,extrap_gt20_ratio,lambda_ok_change_pp,extrap_true_median_change,auclast_err_inf_sd_ratio,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_n_subjects
Bminus,20000,-0.11,-0.389603549225036,0.169603549225036,0.461721596002685,0.63,1,127,7.58193856280376e-37,2.48235294117647,-0.0199999999999978,0,1.00540551048272,-0.41,0.18,2.14274316109422,2.98649099099099,85,211,20000
D1,20000,1.64,1.23656534654547,2.04343465345453,1.78688785111701e-15,-0.04,21,13,0.229481013026088,0.905882352941176,0.0099999999999989,0,0.99175709527659,1.254875,2.03,0.774156891495601,1.04111015981735,85,77,20000
D2,20000,1.46,1.0387334388445,1.8812665611555,1.23814744873767e-11,-0.0850000000000001,24,7,0.00332689285278321,0.8,0.0150000000000095,0,0.991817029612406,1.03,1.880125,0.686713144713686,0.915811403508772,85,68,20000
D3,20000,2.69,2.21254318712327,3.16745681287673,2.56885589651008e-28,-0.22,52,8,5.20569147337282e-09,0.482352941176471,0.160000000000005,-0.0259035536939511,0.974829170171198,2.199875,3.155,0.363603425559947,0.611764705882353,85,41,20000
D4,20000,0.835,0.437684294281612,1.23231570571839,4.20129678571954e-05,-0.08,24,8,0.00700036669149997,0.811764705882353,0.0099999999999989,0,0.993160145132904,0.435,1.245,0.698791054629477,0.927543702375616,85,69,20000
