schedule,n,reliable_gain_pp,reliable_gain_lo,reliable_gain_hi,reliable_mcnemar_p,extrap_gt20_change_pp,extrap_gt20_only_ref,extrap_gt20_only_sched,extrap_gt20_mcnemar_p,extrap_gt20_ratio,lambda_ok_change_pp,extrap_true_median_change,auclast_err_inf_sd_ratio,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_n_subjects
Bminus,20000,-0.12,-0.329269356885299,0.0892693568852988,0.281433507351737,0.395,1,80,6.78288102293484e-23,1.47590361445783,-0.0199999999999978,0,1.00203074635921,-0.33,0.095,1.35975609756098,1.61111111111111,166,245,20000
D1,20000,0.645,0.258148694438508,1.03185130556149,0.00118088643665451,-0.12,27,3,8.43033194541932e-06,0.855421686746988,0.0800000000000023,0,0.996789030941088,0.269875,1.045,0.796296296296296,0.912513586956522,166,142,20000
D2,20000,0.525,0.128066030958814,0.921933969041186,0.0102274088581094,-0.125,28,3,4.64916229248048e-06,0.849397590361446,0.0900000000000012,0,0.996826173490247,0.154875,0.915124999999999,0.788813664596273,0.907523958016428,166,141,20000
D3,20000,3.165,2.65945879493606,3.67054120506394,1.42809835067482e-34,-0.355,77,6,8.44581456888296e-17,0.572289156626506,0.505,0,0.982190161741822,2.63,3.665125,0.488224533715925,0.653863636363636,166,95,20000
D4,20000,0.185,-0.186755156193976,0.556755156193976,0.342616868354954,-0.15,31,1,1.53668224811554e-08,0.819277108433735,0.0650000000000039,0,0.99801205736414,-0.19,0.570124999999999,0.757388092133855,0.878209459459459,166,136,20000
