variant,schedule,n_points,n,tlast_median,tlast_p05,tlast_p95,quant_at_last_pct,lambda_ok_pct,adj_r2_ge080_pct,reliable_pct,n_lambda_median,n_lambda_eq3_pct,extrap_median,extrap_p95,extrap_gt20_pct,extrap_true_median,extrap_true_p95,coverage_lt80_pct,err_tlast_median,err_tlast_sd,err_inf_sd,err_inf_median,AUClast_geo,AUClast_logcv,AUClast_mean,Cmax_geo,Cmax_logcv,Cmax_mean,AUCinf_geo,AUCinf_true_geo
struct2020,B0,13,20000,35.4053079634905,21.9771231854335,55.2648219825002,5.785,99.39,92.45,91.875,3,55.1011168125566,2.92391085891619,11.9004892969681,0.784787201931784,0.633061265474538,3.52038936497184,0,-0.0225968612949003,0.0569830394979937,0.0583057975745664,-0.0330342369761717,587.154384301809,42.749408955679,636.94375369833,32.9656334176945,33.9181242939504,34.7376122636475,625.029178856777,608.252761933008
struct2020,Bminus,12,20000,35.3893887128215,21.966194278677,55.2648219825002,5.785,99.37,93.39,92.61,3,54.8254000201268,3.79903688613133,13.3035352170438,1.03149844017309,0.923126437000244,4.25307295796417,0,-0.0229730492290648,0.0571007988429507,0.0584643300475984,-0.0366856769313713,585.186531632492,42.3745559478624,633.883096980131,32.9656334176945,33.9181242939504,34.7376122636475,630.387162070178,608.252761933008
struct2020,D1,15,20000,37.9803216587752,27.0010612406535,55.2648219825002,5.785,99.415,92.225,91.67,3,53.2414625559523,1.37748888740417,11.233185402634,0.749383895790374,0.259271964636115,3.46334955595642,0,-0.0216190195287972,0.0567140569179254,0.0583172848916491,-0.0291110379873607,589.564750384926,42.8756843735995,639.752060022056,32.9656334176945,33.9181242939504,34.7376122636475,621.678683825814,608.252761933008
struct2020,D2,16,20000,38.0026245689951,27.0016416141763,55.2648219825002,5.785,99.415,91.92,91.365,3,52.8743147412362,1.22266195479388,11.1874776119127,0.749383895790374,0.223726350518494,3.45477814958439,0,-0.0215746728774054,0.0567342035845007,0.0583953949925831,-0.0287304606772079,589.805766411916,42.9121572791736,640.110454579924,32.9656334176945,33.9181242939504,34.7376122636475,620.275724706807,608.252761933008
struct2020,D3,17,20000,38.0026245689951,27.0157378094504,55.2648219825002,5.785,99.68,93.58,93.175,3,51.6753611556982,0.945180582678681,6.69115712025797,0.526685393258427,0.18175433714272,1.79469247667791,0,-0.0195219230148677,0.0558545553472213,0.0570308724417409,-0.0240912080091007,592.437626913263,42.6687818244538,642.376414384057,32.9657148523487,33.9181379401341,34.7376958106679,615.415499056309,608.252761933008
struct2020,D4,15,20000,38.7667679290753,27.0010612406535,55.2648219825002,5.785,99.41,91.495,90.935,3,53.0630721255407,1.45353471789136,11.2320273725844,0.754451262448446,0.268371405116752,3.47165996079736,0,-0.0215784266114977,0.0567351564543216,0.0583237497752563,-0.0292258093369713,589.434333888751,42.8877578094201,639.640141746379,32.9656334176945,33.9181242939504,34.7376122636475,621.719355935757,608.252761933008
