ka,Cmax,tmax,tlast_sched,AUClast_true,AUCinf_true,ratio_true_pct
0.1,19.8524535528354,10.2083333333333,42,485.397342489566,485.470866668834,99.9848550789933
0.15,25.4033710373394,8.16666666666667,35,539.738719086,547.021060362726,98.6687274395072
0.2,29.3685007836004,6.91666666666667,35,572.472444107699,576.218725342873,99.3498508343434
0.25,32.4148564436085,6.04166666666667,35,590.686886299425,592.878697702302,99.6303103128225
0.3,34.8623179773465,5.41666666666667,35,602.171446027915,603.590616985531,99.7648785587981
0.4,38.6090262276814,4.5,35,615.823809188625,616.549421062232,99.8823108336786
0.5,41.3859075926565,3.875,35,623.67197464238,624.109005850432,99.9299751799836
0.6,43.5540245152264,3.45833333333333,35,628.771997700783,629.0639359739,99.9535916372848
