pk_model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,analysis_model,config,n_trials,pass_pct,lo,hi,class,rule,set
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M0,G2_A_iv,10000,5.18,4.7625801936872,5.63184142026025,nominal,A,iv
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M1,G2_A_iv,10000,5.28,4.85860568347076,5.73573913080255,nominal,A,iv
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M0,G2_A_iv,10000,5.55,5.11808952162843,6.01604793352472,exceeding,A,iv
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M1,G2_A_iv,10000,5.72,5.28162187930387,6.19238501640325,exceeding,A,iv
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M0,G2_A_iv,10000,10.93,10.3333975705386,11.5566080621461,exceeding,A,iv
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M1,G2_A_iv,10000,11.16,10.5577116804464,11.7921173129878,exceeding,A,iv
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M0,G2_A_iv,10000,26.59,25.7331748498014,27.4648039539137,exceeding,A,iv
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M1,G2_A_iv,10000,26.46,25.604578793636,27.3334998496555,exceeding,A,iv
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_A_iv,10000,13.29,12.6387326334787,13.9694605268964,exceeding,A,iv
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_A_iv,10000,13.51,12.8540190283952,14.1940051726968,exceeding,A,iv
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_A_iv,10000,0,0,0.0383998370676596,conservative,A,iv
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_A_iv,10000,0,0,0.0383998370676596,conservative,A,iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_A_iv,10000,7.56,7.05800983949423,8.0945839422088,exceeding,A,iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_A_iv,10000,7.51,7.00960394199653,8.04302823954356,exceeding,A,iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_A_iv,10000,5.57,5.13732261166891,6.03679948354941,exceeding,A,iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_A_iv,10000,5.83,5.38749733517519,6.30642508089038,exceeding,A,iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_A_iv,10000,4.24,3.86232411269903,4.65281941818529,conservative,A,iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_A_iv,10000,4.59,4.19698737173693,5.01788736028792,nominal,A,iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_A_iv,10000,5.18,4.7625801936872,5.63184142026025,nominal,A,iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_A_iv,10000,5.64,5.20465113382412,6.10941720162231,exceeding,A,iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_A_iv,20000,0.935,0.810720090162558,1.07812440802299,conservative,A,iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_A_iv,20000,1.065,0.931840850549954,1.21695371826101,conservative,A,iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_A_iv,10000,27.04,26.1783888550496,27.9192443501318,exceeding,A,iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,G2_A_iv,10000,27.19,26.3268187570885,28.0706992485818,exceeding,A,iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,G2_A_iv,10000,8.78,8.24103179415006,9.35062503152851,exceeding,A,iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,G2_A_iv,10000,9.15,8.60048259439137,9.73089007249291,exceeding,A,iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,G2_A_iv,10000,0,0,0.0383998370676596,conservative,A,iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,G2_A_iv,10000,0,0,0.0383998370676596,conservative,A,iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,G2_A_iv,10000,9.33,8.77545255204817,9.91578187542266,exceeding,A,iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,G2_A_iv,10000,9.21,8.65879865188058,9.79252793519922,exceeding,A,iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,G2_A_iv,10000,5.39,4.96428413835974,5.84997619627202,nominal,A,iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,G2_A_iv,10000,5.44,5.01233686218113,5.90188507261357,exceeding,A,iv
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M0,G2_B,10000,6.45,5.98507666127297,6.94836959681297,exceeding,B,any
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M1,G2_B,10000,6.96,6.47759390571475,7.47546067403309,exceeding,B,any
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M0,G2_B,10000,5.32,4.89702817745753,5.77728591694613,nominal,B,any
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M1,G2_B,10000,5.89,5.44526703843671,6.36860929782438,exceeding,B,any
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M0,G2_B,10000,3.47,3.1287811116642,3.84695377671097,conservative,B,any
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M1,G2_B,10000,3.76,3.40456732471201,4.15094484460816,conservative,B,any
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M0,G2_B,10000,6.37,5.90789458974844,6.8656131080768,exceeding,B,any
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M1,G2_B,10000,6.91,6.42927245280774,7.42382052677717,exceeding,B,any
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_B,10000,15.06,14.3724252150584,15.7744085910845,exceeding,B,any
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_B,10000,16.03,15.3239846369558,16.7621042123479,exceeding,B,any
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_B,10000,0,0,0.0383998370676596,conservative,B,any
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_B,10000,0,0,0.0383998370676596,conservative,B,any
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_B,10000,4.09,3.71911609003269,4.49614264036283,conservative,B,any
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_B,10000,4.5,4.11086576753597,4.92407808419559,conservative,B,any
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_B,10000,4.93,4.52271561459742,5.37189799853536,nominal,B,any
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_B,10000,5.27,4.84900114917122,5.72535134506951,nominal,B,any
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_B,10000,6.23,5.77287787731078,6.72073734005825,exceeding,B,any
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_B,10000,6.64,6.16846801922316,7.14483231948192,exceeding,B,any
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_B,10000,5.05,4.63781434893128,5.49670710459255,nominal,B,any
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_B,10000,5.6,5.16617528236581,6.06792377295027,exceeding,B,any
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_B,20000,3.71,3.45681837799815,3.98096032007602,conservative,B,any
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_B,20000,4.035,3.77099387256478,4.31666000207291,conservative,B,any
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_B,10000,5.66,5.22389145171841,6.13016152379319,exceeding,B,any
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,G2_B,10000,6.13,5.67647878936958,6.61721322767358,exceeding,B,any
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,G2_B,10000,11.87,11.2506731914859,12.5186105242619,exceeding,B,any
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,G2_B,10000,12.48,11.8466193461632,13.1421958915724,exceeding,B,any
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,G2_B,10000,0,0,0.0383998370676596,conservative,B,any
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,G2_B,10000,0,0,0.0383998370676596,conservative,B,any
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,G2_B,10000,3.92,3.55698505848916,4.31840423135239,conservative,B,any
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,G2_B,10000,4.29,3.91009030421703,4.70501482683022,conservative,B,any
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,G2_B,10000,4.83,4.42685286446095,5.26783754834597,nominal,B,any
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,G2_B,10000,5.22,4.80098507154502,5.67340582253277,nominal,B,any
