pk_model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,analysis_model,config,n_trials,pass_pct,lo,hi,class,rule,set
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M0,G2_C_i,10000,4.13,3.75729137145592,4.53793663906995,conservative,C,i
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M1,G2_C_i,10000,4.55,4.15870570145422,4.97619975044028,conservative,C,i
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M0,G2_C_i,10000,3.83,3.47122838542385,4.22423002412443,conservative,C,i
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M1,G2_C_i,10000,4.27,3.89098205319108,4.684138437791,conservative,C,i
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M0,G2_C_i,10000,3.1,2.77790128565555,3.45811776151391,conservative,C,i
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M1,G2_C_i,10000,3.5,3.1572809892696,3.87843085920333,conservative,C,i
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M0,G2_C_i,10000,3.46,3.11928273979537,3.83645982854721,conservative,C,i
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M1,G2_C_i,10000,3.94,3.57604950653398,4.33932442337274,conservative,C,i
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_C_i,10000,3.05,2.73057888562466,3.40547856138188,conservative,C,i
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_C_i,10000,3.4,3.06230940918108,3.77347923896598,conservative,C,i
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_C_i,10000,0,0,0.0383998370676596,conservative,C,i
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_C_i,10000,0,0,0.0383998370676596,conservative,C,i
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_C_i,10000,3.52,3.17628484334244,3.89941164519566,conservative,C,i
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_C_i,10000,3.95,3.58558272619014,4.34978352374917,conservative,C,i
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_C_i,10000,3.91,3.54745383495958,4.30794313484939,conservative,C,i
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_C_i,10000,4.29,3.91009030421703,4.70501482683022,conservative,C,i
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_C_i,10000,4.45,4.0630395382031,4.87194271336553,conservative,C,i
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_C_i,10000,4.88,4.47477813393999,5.31987387902987,nominal,C,i
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_C_i,10000,4.17,3.79547656788071,4.57972072277551,conservative,C,i
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_C_i,10000,4.73,4.33103968356524,5.16372752891582,nominal,C,i
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_C_i,20000,4.625,4.34253528496361,4.92489198712789,conservative,C,i
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_C_i,20000,5.055,4.75991800612279,5.36734411496046,nominal,C,i
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_C_i,10000,4.09,3.71911609003269,4.49614264036283,conservative,C,i
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,G2_C_i,10000,4.52,4.13000010868094,4.94492838311581,conservative,C,i
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,G2_C_i,10000,4.24,3.86232411269903,4.65281941818529,conservative,C,i
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,G2_C_i,10000,4.64,4.24485143793626,5.06998489425152,nominal,C,i
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,G2_C_i,10000,0,0,0.0383998370676596,conservative,C,i
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,G2_C_i,10000,0,0,0.0383998370676596,conservative,C,i
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,G2_C_i,10000,3.7,3.34745689092521,4.08810135819944,conservative,C,i
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,G2_C_i,10000,4.12,3.7477466161893,4.52748907430398,conservative,C,i
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,G2_C_i,10000,4.3,3.91964531102177,4.71545214005807,conservative,C,i
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,G2_C_i,10000,4.67,4.27357618765806,5.10123710462747,nominal,C,i
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M0,G2_C_ii,10000,3.82,3.46170328443217,4.21376280508352,conservative,C,ii
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M1,G2_C_ii,10000,4.25,3.87187616540763,4.66325968550928,conservative,C,ii
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M0,G2_C_ii,10000,3.59,3.24282272507022,3.97282000369598,conservative,C,ii
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M1,G2_C_ii,10000,4.01,3.64279583231641,4.41252433781842,conservative,C,ii
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M0,G2_C_ii,10000,3.39,3.05281670261447,3.76297962550001,conservative,C,ii
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M1,G2_C_ii,10000,3.71,3.35697349886415,4.09857707029309,conservative,C,ii
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M0,G2_C_ii,10000,3.37,3.03383376227813,3.74197792577116,conservative,C,ii
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M1,G2_C_ii,10000,3.79,3.43313215024983,4.1823569791681,conservative,C,ii
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_C_ii,10000,2.27,1.9958819233931,2.58077456107169,conservative,C,ii
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_C_ii,10000,2.68,2.38117914445839,3.01516246134244,conservative,C,ii
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_C_ii,10000,0,0,0.0383998370676596,conservative,C,ii
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_C_ii,10000,0,0,0.0383998370676596,conservative,C,ii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_C_ii,10000,3.63,3.28086111182889,4.01475089706765,conservative,C,ii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_C_ii,10000,4.09,3.71911609003269,4.49614264036283,conservative,C,ii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_C_ii,10000,3.85,3.49028065618939,4.24516239342406,conservative,C,ii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_C_ii,10000,4.19,3.81457284163053,4.60060908909086,conservative,C,ii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_C_ii,10000,3.97,3.60465114473627,4.37069974526822,conservative,C,ii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_C_ii,10000,4.38,3.9961062612773,4.79892975006323,conservative,C,ii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_C_ii,10000,3.86,3.49980782081717,4.25562754882887,conservative,C,ii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_C_ii,10000,4.23,3.8527726567849,4.64237855406684,conservative,C,ii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_C_ii,20000,5.005,4.71135239078929,5.31592893389957,nominal,C,ii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_C_ii,20000,5.39,5.08551438080929,5.71161907611637,exceeding,C,ii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_C_ii,10000,3.96,3.59511660638812,4.36024196358378,conservative,C,ii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,G2_C_ii,10000,4.43,4.04391293287239,4.85108467863107,conservative,C,ii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,G2_C_ii,10000,3.18,2.85366561178867,3.54229199564149,conservative,C,ii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,G2_C_ii,10000,3.43,3.09079243265577,3.80497317558904,conservative,C,ii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,G2_C_ii,10000,0,0,0.0383998370676596,conservative,C,ii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,G2_C_ii,10000,0,0,0.0383998370676596,conservative,C,ii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,G2_C_ii,10000,4.17,3.79547656788071,4.57972072277551,conservative,C,ii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,G2_C_ii,10000,4.58,4.18741615064729,5.00746626134497,nominal,C,ii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,G2_C_ii,10000,4.11,3.7382024827491,4.5170408877116,conservative,C,ii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,G2_C_ii,10000,4.54,4.14913662867068,4.96577650319124,conservative,C,ii
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M0,G2_C_iii,10000,3.99,3.62372218639083,4.39161334367883,conservative,C,iii
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M1,G2_C_iii,10000,4.36,3.97698756779513,4.77806380348023,conservative,C,iii
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M0,G2_C_iii,10000,3.71,3.35697349886415,4.09857707029309,conservative,C,iii
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M1,G2_C_iii,10000,4.18,3.80502440021162,4.59016521047718,conservative,C,iii
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M0,G2_C_iii,10000,3.51,3.16678252489739,3.88892164360812,conservative,C,iii
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M1,G2_C_iii,10000,3.84,3.48075417687003,4.23469655271083,conservative,C,iii
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M0,G2_C_iii,10000,3.37,3.03383376227813,3.74197792577116,conservative,C,iii
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M1,G2_C_iii,10000,3.64,3.29037258049808,4.02523174843106,conservative,C,iii
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_C_iii,10000,2.79,2.48490246806113,3.13135465809816,conservative,C,iii
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_C_iii,10000,3.03,2.71165660692543,3.38441620001593,conservative,C,iii
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_C_iii,10000,0,0,0.0383998370676596,conservative,C,iii
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_C_iii,10000,0,0,0.0383998370676596,conservative,C,iii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_C_iii,10000,3.61,3.2618404148997,3.99378695393167,conservative,C,iii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_C_iii,10000,4.08,3.70957383513174,4.4856925752312,conservative,C,iii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_C_iii,10000,3.93,3.56651694982636,4.32886466004778,conservative,C,iii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_C_iii,10000,4.41,4.02478856980547,4.83022440163283,conservative,C,iii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_C_iii,10000,4.27,3.89098205319108,4.684138437791,conservative,C,iii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_C_iii,10000,4.68,4.28315214626224,5.11165346605588,nominal,C,iii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_C_iii,10000,3.96,3.59511660638812,4.36024196358378,conservative,C,iii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_C_iii,10000,4.36,3.97698756779513,4.77806380348023,conservative,C,iii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_C_iii,20000,5.205,4.90566375419033,5.52154075607608,nominal,C,iii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_C_iii,20000,5.645,5.33358420346469,5.97345131507236,exceeding,C,iii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_C_iii,10000,3.53,3.18578794140148,3.9099008671692,conservative,C,iii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,G2_C_iii,10000,3.84,3.48075417687003,4.23469655271083,conservative,C,iii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,G2_C_iii,10000,3.79,3.43313215024983,4.1823569791681,conservative,C,iii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,G2_C_iii,10000,4.12,3.7477466161893,4.52748907430398,conservative,C,iii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,G2_C_iii,10000,0,0,0.0383998370676596,conservative,C,iii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,G2_C_iii,10000,0,0,0.0383998370676596,conservative,C,iii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,G2_C_iii,10000,3.82,3.46170328443217,4.21376280508352,conservative,C,iii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,G2_C_iii,10000,4.15,3.7763827388616,4.55882991172945,conservative,C,iii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,G2_C_iii,10000,4.3,3.91964531102177,4.71545214005807,conservative,C,iii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,G2_C_iii,10000,4.7,4.30230561701926,5.13248463536404,nominal,C,iii
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M0,G2_C_iv,10000,3.62,3.2713503889735,4.00426929989046,conservative,C,iv
k2016,F_down_080,F,down,0.8,0.872152535936487,0.79988525403249,0.852080931927538,M1,G2_C_iv,10000,3.96,3.59511660638812,4.36024196358378,conservative,C,iv
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M0,G2_C_iv,10000,3.24,2.91052689302443,3.60538463460124,conservative,C,iv
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,M1,G2_C_iv,10000,3.56,3.21430188156563,3.94136388710281,conservative,C,iv
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M0,G2_C_iv,10000,4.26,3.88142881290349,4.673699358046,conservative,C,iv
k2016,V2_up_080,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,M1,G2_C_iv,10000,4.72,4.32146114873359,5.15331374371488,nominal,C,iv
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M0,G2_C_iv,10000,2.61,2.31524577736878,2.94114958820395,conservative,C,iv
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M1,G2_C_iv,10000,2.88,2.56986559552538,3.22632241092719,conservative,C,iv
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_C_iv,10000,2.19,1.92097246262436,2.49574546157973,conservative,C,iv
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_C_iv,10000,2.37,2.08965084337319,2.68692884141747,conservative,C,iv
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_C_iv,10000,0,0,0.0383998370676596,conservative,C,iv
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_C_iv,10000,0,0,0.0383998370676596,conservative,C,iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_C_iv,10000,3.65,3.29988479203343,4.03571185692829,conservative,C,iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_C_iv,10000,4.1,3.72865897330322,4.50659207712489,conservative,C,iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_C_iv,10000,3.83,3.47122838542385,4.22423002412443,conservative,C,iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,G2_C_iv,10000,4.23,3.8527726567849,4.64237855406684,conservative,C,iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,G2_C_iv,10000,3.67,3.31891143201197,4.05666985701492,conservative,C,iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,G2_C_iv,10000,4.06,3.69049121928224,4.46479055101552,conservative,C,iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,G2_C_iv,10000,3.31,2.97690498014846,3.67895278770532,conservative,C,iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,G2_C_iv,10000,3.78,3.42360983722694,4.17188697215841,conservative,C,iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,G2_C_iv,20000,6.05,5.72794936824699,6.38893060108461,exceeding,C,iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,G2_C_iv,20000,6.645,6.3080754834525,6.99857596297233,exceeding,C,iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,G2_C_iv,10000,2.71,2.4094537831905,3.04686478270809,conservative,C,iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,G2_C_iv,10000,2.97,2.65491315664892,3.32120573009692,conservative,C,iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,G2_C_iv,10000,2.72,2.4188809476051,3.05742993832608,conservative,C,iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,G2_C_iv,10000,2.91,2.5982055888652,3.25795937768512,conservative,C,iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,G2_C_iv,10000,0,0,0.0383998370676596,conservative,C,iv
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,G2_C_iv,10000,0,0,0.0383998370676596,conservative,C,iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,G2_C_iv,10000,3.94,3.57604950653398,4.33932442337274,conservative,C,iv
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,G2_C_iv,10000,4.4,4.01522723365495,4.81979341775076,conservative,C,iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,G2_C_iv,10000,3.94,3.57604950653398,4.33932442337274,conservative,C,iv
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,G2_C_iv,10000,4.35,3.96742908030334,4.76762997093944,conservative,C,iv
