pk_model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,analysis_model,endpoint,n,mean_log_gmr,sd_log_gmr,bias_pct,bias_mc_se_pct,bias_dir,config
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,AUCinf_Aiii,10000,0.224138585590399,0.0600977480054817,0.152817389949411,0.0600977480054817,away_from_1,A_iii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,AUCinf_Aiii,10000,0.2242789230034,0.0593840195967961,0.166873563527092,0.0593840195967961,away_from_1,A_iii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,AUCinf_Aiv,10000,0.204735301102243,0.080573265529717,-1.77174442719636,0.080573265529717,toward_1,A_iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,AUCinf_Aiv,10000,0.20619793421683,0.0793880919629476,-1.62796740692386,0.0793880919629476,toward_1,A_iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,AUCinf_Ciii,10000,0.2263821958581,0.0482341107541525,0.377773541985738,0.0482341107541525,away_from_1,C_iii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,AUCinf_Ciii,10000,0.226388025196101,0.0482180895058159,0.378358679661006,0.0482180895058159,away_from_1,C_iii
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,AUCinf_Civ,10000,0.226378998201,0.0485711362265651,0.377452568798664,0.0485711362265651,away_from_1,C_iv
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,AUCinf_Civ,10000,0.226384717126199,0.0485565668350569,0.378026621583105,0.0485565668350569,away_from_1,C_iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,AUCinf_Aiii,10000,-0.2240360392475,0.0599057202840688,-0.130933868987115,0.0599057202840688,away_from_1,A_iii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,AUCinf_Aiii,10000,-0.224209713303699,0.0593479642765941,-0.148277028718835,0.0593479642765941,away_from_1,A_iii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,AUCinf_Aiv,10000,-0.215723389164759,0.0788970387138793,0.702702796435206,0.0788970387138793,toward_1,A_iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,AUCinf_Aiv,10000,-0.216342506455437,0.0776515789154199,0.640375307919716,0.0776515789154199,toward_1,A_iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,AUCinf_Ciii,10000,-0.2266890229305,0.0486953993243021,-0.395533727121178,0.0486953993243021,away_from_1,C_iii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,AUCinf_Ciii,10000,-0.2266830367287,0.0486834682301965,-0.394937472901213,0.0486834682301965,away_from_1,C_iii
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,AUCinf_Civ,10000,-0.227724614206301,0.0491791178408827,-0.498629851486898,0.0491791178408827,away_from_1,C_iv
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,AUCinf_Civ,10000,-0.227718918847901,0.0491672108584568,-0.498063153908857,0.0491672108584568,away_from_1,C_iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_A,10000,-0.203013607508261,0.0538438250045599,2.08200503166776,0.0538438250045599,toward_1,A_ii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_A,10000,-0.20357468234851,0.0535337257062384,2.02474545195919,0.0535337257062384,toward_1,A_ii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_Ai,10000,-0.210125912028901,0.0522285205432285,1.35854251834291,0.0522285205432285,toward_1,A_i
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_Ai,10000,-0.2104349887491,0.0520695784947251,1.32721979326906,0.0520695784947251,toward_1,A_i
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_B,10000,-0.2152703137575,0.0503455159544873,0.838452380315058,0.0503455159544873,toward_1,B
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_B,10000,-0.215382056857801,0.0503209989733579,0.82718500855381,0.0503209989733579,toward_1,B
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_C,10000,-0.226094832997799,0.0526496825267361,-0.247189014173843,0.0526496825267361,away_from_1,C_ii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_C,10000,-0.2260888160194,0.0526329021384663,-0.246588801859127,0.0526329021384663,away_from_1,C_ii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_Ci,10000,-0.223415328072801,0.0520382218973032,0.0204575541579377,0.0520382218973032,none,C_i
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_Ci,10000,-0.2234095985184,0.0520205651792743,0.0210306284524231,0.0520205651792743,none,C_i
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_A,10000,0.20441341273114,0.0513319154397175,-1.88481122518944,0.0513319154397175,toward_1,A_ii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_A,10000,0.2050993554516,0.0510765163478869,-1.81748673795161,0.0510765163478869,toward_1,A_ii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_Ai,10000,0.213806653852609,0.050750788520737,-0.958849516904958,0.050750788520737,toward_1,A_i
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_Ai,10000,0.214121504371319,0.0506120403745875,-0.927661449769757,0.0506120403745875,toward_1,A_i
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_B,10000,0.218415270886811,0.0492125527880638,-0.501353381202707,0.0492125527880638,toward_1,B
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_B,10000,0.218516699425671,0.0492010327009479,-0.491260867031751,0.0492010327009479,toward_1,B
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_C,10000,0.2248075622716,0.0504245571928207,0.136708125240292,0.0504245571928207,away_from_1,C_ii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_C,10000,0.224814157045899,0.0504081106605131,0.137368506407021,0.0504081106605131,away_from_1,C_ii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_Ci,10000,0.22321308551065,0.050088018486898,-0.0228303048234735,0.050088018486898,none,C_i
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_Ci,10000,0.223219221819801,0.050069979956243,-0.0222168121199018,0.050069979956243,none,C_i
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_A,20000,-0.256472985221148,0.052435322170537,-3.25351487165814,0.037077371880488,away_from_1,A_ii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_A,20000,-0.25505372835285,0.0522506844264996,-3.11610927430175,0.0369468132796162,away_from_1,A_ii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_Ai,20000,-0.239244419528899,0.0518438411133554,-1.57227056903314,0.0366591316140115,away_from_1,A_i
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_Ai,20000,-0.23862011261545,0.0517581974136221,-1.5108022715293,0.0365985723731642,away_from_1,A_i
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_B,20000,-0.228125547566001,0.0509914685674542,-0.471758358651786,0.0360564132067075,away_from_1,B
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_B,20000,-0.22799165140935,0.0509767060802851,-0.458431017397831,0.0360459745519231,away_from_1,B
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_C,20000,-0.220271465245149,0.0520119697960838,0.313022476890446,0.0367780165456807,toward_1,C_ii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_C,20000,-0.220274596515099,0.052000196732481,0.312708370229364,0.0367696917325719,toward_1,C_ii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_Ci,20000,-0.222004641635899,0.0517381217301707,0.139312892807641,0.0365843767212588,toward_1,C_i
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_Ci,20000,-0.222008195860801,0.0517258244979038,0.138956975800553,0.036575681264933,toward_1,C_i
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_A,10000,0.16798813461661,0.0503068914567823,-5.43629087098193,0.0503068914567823,toward_1,A_ii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_A,10000,0.16982259561188,0.0500263565251494,-5.26265822254924,0.0500263565251494,toward_1,A_ii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_Ai,10000,0.2040835431363,0.0497830110284631,-1.96062472007108,0.0497830110284631,toward_1,A_i
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_Ai,10000,0.20464794727733,0.049639357040379,-1.90527527241959,0.049639357040379,toward_1,A_i
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_B,10000,0.21711638309,0.0486871796940924,-0.674530708240706,0.0486871796940924,toward_1,B
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_B,10000,0.21728500217202,0.0486755220119106,-0.657781126677581,0.0486755220119106,toward_1,B
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_C,10000,0.2250659690358,0.0491531352094609,0.118212461642186,0.0491531352094609,away_from_1,C_ii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_C,10000,0.225072232405901,0.0491363672223596,0.118839541024474,0.0491363672223596,away_from_1,C_ii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_Ci,10000,0.22429262128,0.0492205641714283,0.0408161976911847,0.0492205641714283,none,C_i
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_Ci,10000,0.2242984325834,0.0492047701784178,0.0413975669156574,0.0492047701784178,none,C_i
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_A,10000,-0.169256347926216,0.0561743658626088,5.52465138208893,0.0561743658626088,toward_1,A_ii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_A,10000,-0.170712823041628,0.0558328968412391,5.37106922473338,0.0558328968412391,toward_1,A_ii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_Ai,10000,-0.18274701466165,0.0535911787250782,4.11061308359566,0.0535911787250782,toward_1,A_i
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_Ai,10000,-0.183667474437734,0.0534060122230259,4.01482754212061,0.0534060122230259,toward_1,A_i
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_B,10000,-0.19695245114533,0.0516256433602662,2.64213128879511,0.0516256433602662,toward_1,B
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_B,10000,-0.197348280343321,0.0516166612817164,2.60151057624936,0.0516166612817164,toward_1,B
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_C,10000,-0.2330465706895,0.0550228298889528,-0.996582944852009,0.0550228298889528,away_from_1,C_ii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_C,10000,-0.2330397822785,0.0550040670161377,-0.995910866685501,0.0550040670161377,away_from_1,C_ii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_Ci,10000,-0.2259144672634,0.0544646213882415,-0.287956339558371,0.0544646213882415,away_from_1,C_i
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_Ci,10000,-0.2259083519091,0.0544461085848737,-0.287346563218882,0.0544461085848737,away_from_1,C_i
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_A,10000,-0.143391397612903,0.061357658728805,8.22471733035144,0.061357658728805,toward_1,A_ii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_A,10000,-0.144709975473189,0.0609826098958719,8.082108655127,0.0609826098958719,toward_1,A_ii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_Ai,10000,-0.144268786800308,0.0588023684768321,8.12980377770702,0.0588023684768321,toward_1,A_i
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_Ai,10000,-0.145881042295168,0.0586037047052884,7.95561136647682,0.0586037047052884,toward_1,A_i
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_B,10000,-0.18426144814704,0.0574824237255496,3.89073594252511,0.0574824237255496,toward_1,B
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_B,10000,-0.18486931391815,0.0574352646463033,3.82760351017653,0.0574352646463033,toward_1,B
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_C,10000,-0.23133077182536,0.0629927420752937,-0.88602929403514,0.0629927420752937,away_from_1,C_ii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_C,10000,-0.231326814577861,0.0629747820785988,-0.885637074746315,0.0629747820785988,away_from_1,C_ii
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M0,AUCinf_Ci,10000,-0.22465525792515,0.0626303857918184,-0.222179300183556,0.0626303857918184,away_from_1,C_i
k2020,ka_down_080,ka,down,0.8,0.424232725036545,0.800570249731887,0.632507704543837,M1,AUCinf_Ci,10000,-0.224651448873251,0.0626123021246703,-0.221799240562315,0.0626123021246703,away_from_1,C_i
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_A,10000,0.201202542866256,0.0532144636336654,-2.13692296672023,0.0532144636336654,toward_1,A_ii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_A,10000,0.202360942340966,0.0529059306617402,-2.02349274362021,0.0529059306617402,toward_1,A_ii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_Ai,10000,0.22461268696405,0.0524032103292976,0.181092444074737,0.0524032103292976,away_from_1,A_i
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_Ai,10000,0.224793133245169,0.0522250613422979,0.199171380734131,0.0522250613422979,away_from_1,A_i
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_B,10000,0.22576879446036,0.0510463396708224,0.296979532095665,0.0510463396708224,away_from_1,B
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_B,10000,0.22583601222183,0.0510295375915102,0.303721497129428,0.0510295375915102,away_from_1,B
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_C,10000,0.22393734454631,0.0521441968011338,0.113458743415751,0.0521441968011338,away_from_1,C_ii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_C,10000,0.22394371248607,0.0521262682221467,0.114096261920027,0.0521262682221467,away_from_1,C_ii
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M0,AUCinf_Ci,10000,0.22650100385319,0.0519373728975804,0.370444815284521,0.0519373728975804,away_from_1,C_i
k2020,ke_down_125,ke,down,1.25,0.642602940228105,1.2495748835008,1.06352537123811,M1,AUCinf_Ci,10000,0.226506949392111,0.0519186177845877,0.371041573444719,0.0519186177845877,away_from_1,C_i
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_A,10000,-0.21702597010409,0.0518576188752925,0.588240416592156,0.0518576188752925,toward_1,A_ii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_A,10000,-0.217363191192589,0.0515948229390806,0.554325659375721,0.0515948229390806,toward_1,A_ii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_Ai,10000,-0.224713857453701,0.0505351998004893,-0.182105683225708,0.0505351998004893,away_from_1,A_i
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_Ai,10000,-0.224736735290799,0.0504050218345792,-0.18438927462946,0.0504050218345792,away_from_1,A_i
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_B,10000,-0.2227269065495,0.0490765482557408,0.016424741930221,0.0490765482557408,none,B
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_B,10000,-0.222746149424201,0.0490543980338217,0.0145001569182401,0.0490543980338217,none,B
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_C,10000,-0.2255544071748,0.0510649620983586,-0.265972334471387,0.0510649620983586,away_from_1,C_ii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_C,10000,-0.2255482661953,0.0510485771123563,-0.265359867971526,0.0510485771123563,away_from_1,C_ii
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M0,AUCinf_Ci,10000,-0.225000165027501,0.0504283540152823,-0.210680211622294,0.0504283540152823,away_from_1,C_i
k2020,ke_up_080,ke,up,0.8,1.45683866187482,0.800201954152666,0.933475925199342,M1,AUCinf_Ci,10000,-0.224994238977901,0.0504111171700063,-0.210088853411428,0.0504111171700063,away_from_1,C_i
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_Aiii,10000,-0.21187091572101,0.062218797475817,1.18182571799861,0.062218797475817,toward_1,A_iii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_Aiii,10000,-0.211946299005939,0.0617006923419696,1.1741985870835,0.0617006923419696,toward_1,A_iii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_Aiv,10000,-0.204079201943008,0.0986023549962149,1.97328495126203,0.0986023549962149,toward_1,A_iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_Aiv,10000,-0.204374822402851,0.0975357967503739,1.94314401723097,0.0975357967503739,toward_1,A_iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_Ciii,10000,-0.224902448215401,0.0524462594832503,-0.12817433881005,0.0524462594832503,away_from_1,C_iii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_Ciii,10000,-0.2248966198679,0.0524287104996799,-0.127592249408282,0.0524287104996799,away_from_1,C_iii
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M0,AUCinf_Civ,10000,-0.2286380557956,0.0531326772223929,-0.500560310821963,0.0531326772223929,away_from_1,C_iv
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,M1,AUCinf_Civ,10000,-0.228631885737099,0.0531154879819206,-0.499946391564365,0.0531154879819206,away_from_1,C_iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_Aiii,10000,0.21565689117528,0.0602708105696298,-0.775430251541753,0.0602708105696298,toward_1,A_iii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_Aiii,10000,0.215782816573258,0.05977539727981,-0.762934571361684,0.05977539727981,toward_1,A_iii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_Aiv,10000,0.198918535183711,0.089419991248102,-2.42246365311464,0.089419991248102,toward_1,A_iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_Aiv,10000,0.199771619766516,0.0887266541306321,-2.33918624494293,0.0887266541306321,toward_1,A_iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_Ciii,10000,0.224605045508609,0.0504603601784131,0.116430816571,0.0504603601784131,away_from_1,C_iii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_Ciii,10000,0.22461141451976,0.0504426306424691,0.117068461265801,0.0504426306424691,away_from_1,C_iii
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M0,AUCinf_Civ,10000,0.227775327766201,0.0510600017214463,0.434331812565558,0.0510600017214463,away_from_1,C_iv
k2020,F_up_125,F,up,1.25,1.15294080629446,1.25037238459433,1.17607904174935,M1,AUCinf_Civ,10000,0.227781580608,0.0510436924076667,0.434959814516933,0.0510436924076667,away_from_1,C_iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_Aiii,20000,-0.245794796086852,0.0604676193680995,-2.21490222308468,0.0427570636973902,away_from_1,A_iii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_Aiii,20000,-0.244762247076851,0.0600897168359581,-2.11388217208068,0.0424898462542854,away_from_1,A_iii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_Aiv,20000,-0.283055907185493,0.0862927848271918,-5.79143699280374,0.0610182133187789,away_from_1,A_iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_Aiv,20000,-0.279592534632665,0.0852272657132201,-5.46459197511898,0.0602647775278057,away_from_1,A_iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_Ciii,20000,-0.21887634663,0.0520145734769882,0.453068709728099,0.0367798576261043,toward_1,C_iii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_Ciii,20000,-0.218879830814951,0.0520025669477762,0.45271871326753,0.0367713677278799,toward_1,C_iii
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M0,AUCinf_Civ,20000,-0.2150635284115,0.0525313700900785,0.836809101499214,0.0371452880157147,toward_1,C_iv
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,M1,AUCinf_Civ,20000,-0.215066594563401,0.0525200188459677,0.836499920999279,0.037137261474029,toward_1,C_iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_Aiii,10000,0.21132506974834,0.0579347801212502,-1.24809318064403,0.0579347801212502,toward_1,A_iii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_Aiii,10000,0.211559887682779,0.0575599970969306,-1.22490173908614,0.0575599970969306,toward_1,A_iii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_Aiv,10000,0.133982729777154,0.0841757267751889,-8.59790739803303,0.0841757267751889,toward_1,A_iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_Aiv,10000,0.136619733542297,0.0832543619541762,-8.35656166074632,0.0832543619541762,toward_1,A_iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_Ciii,10000,0.227457112221799,0.0494878945132358,0.357895887659265,0.0494878945132358,away_from_1,C_iii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_Ciii,10000,0.227463259703299,0.0494723400709086,0.358512837863967,0.0494723400709086,away_from_1,C_iii
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M0,AUCinf_Civ,10000,0.231827533803301,0.0494776702545838,0.797462046770914,0.0494776702545838,away_from_1,C_iv
k2020,Vmax_down_125,Vmax,down,1.25,0.651331501646086,1.25092658233271,1.05342570107931,M1,AUCinf_Civ,10000,0.2318335970947,0.0494611815353265,0.798073213008466,0.0494611815353265,away_from_1,C_iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_Aiii,10000,-0.186788505278725,0.0639969881097825,3.69070012637769,0.0639969881097825,toward_1,A_iii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_Aiii,10000,-0.187284932469609,0.0633843287252361,3.63923801804498,0.0633843287252361,toward_1,A_iii
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M0,AUCinf_Aiv,10000,-0.183220577414223,0.107847850852674,4.06132184725969,0.107847850852674,toward_1,A_iv
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,0.80009024618209,0.941322121145971,M1,AUCinf_Aiv,10000,-0.184018458586959,0.105928530722868,3.97832639240625,0.105928530722868,toward_1,A_iv
