model,max_abs_GMR_change_pct,max_abs_pass_change_pp,worst
k2016,1.18895993219554,0.400000000000006,KM10 AUCinf_reliable
k2020,0.941425303718924,0.400000000000006,KM10 AUCinf_reliable
