weight_shape,endpoint,KM10,S00,rel_pct
normal78_sd12_50_115,AUCinf_reliable,0.987677469085701,1.00119531557977,-1.35017076925057
normal78_sd12_50_115,AUCinf_true,1.007174552756,1.00063111761439,0.653930806910719
normal78_sd12_50_115,AUClast,1.01020214915131,1.00083403949314,0.936030279597166
normal78_sd12_50_115,Cmax,1.00181931447737,1.0003209728627,0.14978608419931
