scenario,schedule,n_trials,pass_both_primary,agree_last_infrel,agree_last_infall,last_pass_infrel_fail,last_fail_infrel_pass,cor_logGMR_last_infrel,cor_logGMR_last_true,dlogGMR_last_minus_infrel_mean,dlogGMR_last_minus_infrel_sd,weight_shape
F090,XV_prev,500,20.4,84.6,87.6,3.6,11.8,0.852612445620482,0.973882281174536,-0.0141972436151629,0.028578615959034,normal78_sd13_50_115
KM10,XV_prev,500,98.8,97.8,98.4,1.2,1,0.863196238893263,0.973462454295062,0.0241537463782701,0.0271918392308098,normal78_sd13_50_115
S00,XV_prev,500,99.4,99,99.6,0.6,0.4,0.864305154378112,0.973788345500721,0.00137761852198291,0.0268928940864373,normal78_sd13_50_115
VM125,XV_prev,500,35.6,73,79.6,2.4,24.6,0.827773388380802,0.974178491114233,-0.0359572972945982,0.0315735126779227,normal78_sd13_50_115
