wt_min,wt_max,n,AUClast_logcv,AUClast_geo,Cmax_logcv,AUCinf_rel_logcv,reliable_pct
50,115,20000,49.0901868136927,529.505350048067,38.78860769362,45.3074244538645,82.985
60,90,9307,40.9830520438429,580.439955229285,33.7391864834623,38.0738559331973,84.7211776082519
60,75,4655,39.1311552716397,647.033677337702,32.4005997909608,36.6025796294958,85.5639097744361
75,90,4652,39.4233944870408,520.663693904763,33.1484590330114,36.1492077110612,83.877901977644
70,100,9337,41.0799966590952,503.523634141147,34.0495947677535,37.9074738321824,83.0994966263254
55,95,12409,42.9903211577329,583.720408584509,34.9775744640949,39.9121889472883,84.6804738496253
50,100,15442,45.4643170057491,587.380791208938,36.5186263817314,42.3370141985927,84.6716746535423
65,85,6281,39.2419177422466,577.667789700029,32.6552609051381,36.2501806581126,84.4451520458526
