scenario,schedule,n_trials,agree,agree_lo,agree_hi,last_pass_inf_fail,last_pass_inf_fail_lo,last_pass_inf_fail_hi,last_fail_inf_pass,joint_last_cmax,joint_last_cmax_lo,joint_last_cmax_hi,joint_3rel,joint_3rel_lo,joint_3rel_hi,joint_3all,joint_3all_lo,joint_3all_hi,cor_logGMR_last_infrel,model
F090,B0,2000,83.5,81.8093299499662,85.0622278821899,3.3,2.60227527002897,4.17677694604006,13.2,14.1,12.6434876196599,15.694156375134,10.8,9.51409941930465,12.2361970875456,13.45,12.0245616478323,15.0155745084273,0.720225866702025,a
KE120,B0,2000,79.25,77.4175230651573,80.9703296688894,10.95,9.65558638663929,12.3941350060266,9.8,69.75,67.7006007313888,71.7236759010017,58.8,56.6280321534044,60.9382278144456,67.6,65.5168863984242,69.6156335372757,0.744566560105195,a
KM10,B0,2000,92.9,91.6902708214412,93.9452465218273,5.3,4.40104572057971,6.3703383063643,1.8,97.45,96.66286379544,98.0552084175691,92.2,90.942151822948,93.2960493865142,96.55,95.6566923128875,97.2648305852278,0.773524947636232,a
S00,B0,2000,95.55,94.5556235055185,96.3697334871593,3.05,2.38173954901691,3.89827119069274,1.4,97.7,96.9458792871765,98.271234402192,94.7,93.6296616936357,95.5989542794203,97.3,96.4938869513423,97.9247603758512,0.746030364052133,a
VM125,B0,2000,64.7,62.5791757176497,66.7644630922814,1.7,1.21906805218439,2.36611871518464,33.6,17.1,15.5133542167781,18.8127874943284,15.4,13.8845569296511,17.0481027422116,16.9,15.3214102719731,18.6054982580458,0.689617865694104,a
